LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01029194,-0.509,23540,8
E01029195,-0.214,19340,6
E01029196,-0.333,21164,7
E01029197,-0.411,22273,7
E01029198,-0.196,19072,6
E01029199,-0.795,26956,9
E01029200,0.388,10507,4
E01029201,-0.792,26930,9
E01029202,0.6,7931,3
E01029203,-0.532,23824,8
E01029204,-0.217,19398,6
E01029205,-0.494,23348,8
E01029206,-0.508,23525,8
E01029207,-0.51,23551,8
E01029208,-0.185,18919,6
E01029209,-0.558,24157,8
E01029210,-0.809,27100,9
E01029211,-0.481,23156,8
E01029212,-0.737,26335,9
E01029213,-0.34,21299,7
E01029214,-0.466,22968,7
E01029215,0.044,15333,5
E01029216,-0.558,24156,8
E01029217,-0.377,21816,7
E01029218,-0.132,18104,6
E01029219,-0.487,23246,8
E01029220,-0.273,20244,7
E01029221,-1.163,30056,10
E01029222,-0.914,28095,9
E01029223,-0.595,24648,8
E01029224,-0.734,26299,9
E01029225,-0.116,17825,6
E01029226,0.166,13533,5
E01029227,-0.607,24794,8
E01029228,-0.26,20040,7
E01029229,0.074,14882,5
E01029230,-0.701,25940,8
E01029231,0.5,9082,3
E01029232,0.114,14297,5
E01029233,0.361,10850,4
E01029234,0.757,6313,2
E01029235,0.364,10795,4
E01029236,0.822,5706,2
E01029237,0.491,9199,3
E01029238,0.102,14482,5
E01029239,0.654,7351,3
E01029240,0.001,15988,5
E01029241,0.165,13544,5
E01029242,-0.433,22547,7
E01029243,0.134,13982,5
E01029244,-0.543,23972,8
E01029245,-0.215,19367,6
E01029246,0.144,13815,5
E01029247,0.942,4669,2
E01029248,0.584,8123,3
E01029249,0.623,7677,3
E01029250,0.272,12017,4
E01029251,-0.613,24867,8
E01029252,-0.631,25100,8
E01029253,-0.127,18007,6
E01029254,-0.677,25677,8
E01029255,0.146,13791,5
E01029256,-0.494,23343,8
E01029257,0.521,8865,3
E01029258,-0.503,23455,8
E01029259,-0.144,18295,6
E01029260,-0.602,24736,8
E01029261,-0.857,27556,9
E01029262,-0.922,28168,9
E01029263,-0.173,18707,6
E01029264,-0.258,19987,7
E01029265,-0.642,25242,8
E01029266,-0.196,19071,6
E01029267,-0.433,22545,7
E01029268,-0.814,27144,9
E01029269,-0.407,22206,7
E01029270,-0.571,24339,8
E01029271,-0.408,22216,7
E01029273,-0.269,20176,7
E01029274,-0.586,24538,8
E01029275,-0.187,18953,6
E01029276,-0.287,20459,7
E01029277,0.095,14605,5
E01029278,-0.425,22442,7
E01029279,-0.414,22307,7
E01029280,0.435,9883,4
E01029281,0.655,7337,3
E01029282,-0.34,21292,7
E01029283,0.392,10446,4
E01029284,1.127,3336,2
E01029285,-0.368,21700,7
E01029286,0.643,7461,3
E01029287,-0.372,21760,7
E01029288,-0.222,19462,6
E01029289,0.265,12117,4
E01029290,0.146,13785,5
E01029291,0.526,8797,3
E01029292,1.472,1590,1
E01029293,0.995,4263,2
E01029294,-0.674,25633,8
E01029295,-0.627,25055,8
E01029296,-0.242,19748,7
E01029297,1.295,2377,1
E01029298,0.379,10602,4
E01029299,0.938,4705,2
E01029300,-0.158,18505,6
E01029301,0.43,9943,4
E01029302,-0.49,23283,8
E01029303,-1.077,29416,9
E01029304,0.809,5811,2
E01029305,0.222,12755,4
E01029306,0.25,12329,4
E01029307,0.435,9885,4
E01029308,-1.015,28953,9
E01029309,0.318,11384,4
E01029310,-0.398,22097,7
E01029311,0.913,4939,2
E01029312,-0.436,22584,7
E01029313,0.023,15655,5
E01029314,-0.174,18727,6
E01029315,-0.652,25369,8
E01029316,-0.065,17014,6
E01029317,-0.124,17958,6
E01029318,-0.808,27087,9
E01029319,-0.179,18820,6
E01029320,-0.091,17432,6
E01029321,-1.278,30749,10
E01029322,-0.056,16876,6
E01029324,0.467,9495,3
E01029325,0.151,13725,5
E01029326,0.238,12540,4
E01029327,-0.377,21817,7
E01029328,0.081,14800,5
E01029329,0.187,13232,5
E01029330,0.209,12941,4
E01029331,0.101,14507,5
E01029333,0.676,7118,3
E01029334,-0.07,17089,6
E01029335,0.14,13880,5
E01029336,-0.448,22746,7
E01029337,-0.364,21638,7
E01029338,-0.234,19640,6
E01029339,0.557,8428,3
E01029341,0.642,7470,3
E01029342,-0.132,18094,6
E01029343,0.358,10879,4
E01029345,0.444,9788,3
E01029346,1.067,3744,2
E01029347,-0.277,20319,7
E01029348,-0.18,18830,6
E01029349,0.8,5909,2
E01029350,1.384,1947,1
E01029351,0.146,13784,5
E01029352,0.032,15519,5
E01029353,0.464,9538,3
E01029354,0.644,7456,3
E01029355,0.596,7979,3
E01029356,0.771,6163,2
E01029357,0.004,15939,5
E01029358,0.817,5744,2
E01029359,0.796,5943,2
E01029360,0.551,8506,3
E01029361,0.239,12531,4
E01029362,0.735,6522,2
E01029363,-0.141,18253,6
E01029364,-0.735,26312,9
E01029365,0.378,10613,4
E01029366,-0.818,27188,9
E01029367,0.346,11022,4
E01029368,0.038,15418,5
E01029369,0.039,15398,5
E01029370,-0.433,22549,7
E01029371,-0.22,19441,6
E01029372,0.821,5725,2
E01029373,0.345,11032,4
E01029374,0.121,14171,5
E01029375,-0.842,27417,9
E01029376,0.22,12785,4
E01029377,-0.042,16665,6
E01029378,-0.76,26573,9
E01029379,-0.09,17412,6
E01029380,-0.651,25355,8
E01029381,0.364,10801,4
E01029382,0.348,11000,4
E01029383,-0.337,21233,7
E01029384,-0.429,22503,7
E01029385,-0.272,20226,7
E01029386,0.272,12015,4
E01029387,0.942,4671,2
E01029388,0.945,4650,2
E01029389,-0.008,16134,5
E01029390,0.456,9642,3
E01029391,-0.416,22331,7
E01029392,-0.13,18059,6
E01029393,-0.16,18545,6
E01029394,0.077,14840,5
E01029395,-0.323,21015,7
E01029396,0.032,15514,5
E01029397,0.258,12212,4
E01029398,-0.101,17585,6
E01029399,0.616,7745,3
E01029400,0.045,15323,5
E01029401,0.138,13917,5
E01029402,-0.633,25134,8
E01029403,0.261,12170,4
E01029404,0.853,5424,2
E01029405,-0.689,25808,8
E01029406,-0.709,26013,8
E01029407,0.576,8214,3
E01029408,0.081,14793,5
E01029409,0.35,10976,4
E01029410,0.56,8388,3
E01029411,-0.661,25494,8
E01029412,-0.787,26869,9
E01029413,0.212,12891,4
E01029414,-0.402,22145,7
E01029415,-0.356,21532,7
E01029416,0.216,12838,4
E01029417,-0.474,23062,8
E01029418,-0.545,23989,8
E01029419,-0.084,17320,6
E01029420,-0.762,26589,9
E01029422,-0.151,18410,6
E01029423,-0.108,17701,6
E01029424,-0.319,20953,7
E01029425,0.626,7648,3
E01029426,0.647,7420,3
E01029427,0.95,4614,2
E01029428,0.298,11656,4
E01029429,0.383,10550,4
E01029430,-0.157,18492,6
E01029431,0.144,13817,5
E01029432,-0.001,16030,5
E01029433,-0.002,16045,5
E01029434,0.191,13188,5
E01029435,-0.074,17153,6
E01029436,0.703,6851,3
E01029437,0.899,5059,2
E01029438,-0.445,22712,7
E01029439,-0.268,20163,7
E01029440,-0.791,26915,9
E01029441,-0.099,17550,6
E01029442,-1.109,29668,10
E01029443,-0.843,27437,9
E01029444,-0.057,16897,6
E01029445,0.771,6168,2
E01029446,0.256,12232,4
E01029447,0.639,7512,3
E01029448,0.402,10301,4
E01029449,-0.096,17509,6
E01029450,0.774,6146,2
E01029451,0.275,11975,4
E01029452,1.023,4069,2
E01029453,1.283,2439,1
E01029454,-0.732,26272,8
E01029455,-0.553,24105,8
E01029456,-0.042,16659,6
E01029457,-0.264,20102,7
E01029458,-0.231,19602,6
E01029459,-0.815,27164,9
E01029460,-0.092,17439,6
E01029461,-0.042,16656,6
E01029462,0.609,7823,3
E01029463,-0.303,20697,7
E01029464,0.276,11955,4
E01029465,-0.506,23498,8
E01029466,-0.535,23867,8
E01029467,-0.576,24388,8
E01029468,0.932,4772,2
E01029469,-0.577,24407,8
E01029470,0.028,15581,5
E01029471,0.168,13484,5
E01029472,0.534,8703,3
E01029473,-0.292,20529,7
E01029474,-0.569,24310,8
E01029475,-0.298,20623,7
E01029476,-0.125,17965,6
E01029477,-1.229,30481,10
E01029478,-0.276,20309,7
E01029479,-0.987,28713,9
E01029480,0.063,15033,5
E01029481,-0.102,17594,6
E01029482,0.376,10635,4
E01029483,-1.374,31234,10
E01029484,-0.435,22566,7
E01029485,-1.201,30290,10
E01029486,-0.19,18987,6
E01029487,0.753,6347,2
E01029488,-0.634,25138,8
E01029489,-0.403,22147,7
E01029490,-0.172,18703,6
E01029491,-0.416,22325,7
E01029492,0.539,8633,3
E01029493,-0.437,22606,7
E01029494,-0.031,16465,6
E01029495,-0.367,21688,7
E01029496,0.751,6365,2
E01029497,-0.356,21528,7
E01029498,-0.655,25404,8
E01029499,0.807,5837,2
E01029500,-0.337,21234,7
E01029501,0.039,15404,5
E01029502,0.269,12072,4
E01029503,-0.218,19405,6
E01029504,0.236,12571,4
E01029505,-0.381,21878,7
E01029506,-0.809,27097,9
E01029507,-0.911,28066,9
E01029508,-0.81,27111,9
E01029509,-0.937,28284,9
E01029511,-0.733,26282,9
E01029512,-0.864,27635,9
E01029513,-1.304,30876,10
E01029514,-0.864,27636,9
E01029515,-1.035,29098,9
E01029516,-0.766,26646,9
E01029517,-0.263,20082,7
E01029518,-1.342,31077,10
E01029519,-0.659,25460,8
E01029520,-1.244,30559,10
E01029521,-0.999,28810,9
E01029522,-0.139,18212,6
E01029523,-0.969,28577,9
E01029524,-0.07,17092,6
E01029525,-0.54,23936,8
E01029526,-0.226,19506,6
E01029527,0.052,15197,5
E01029528,-0.078,17221,6
E01029529,0.092,14639,5
E01029530,-0.546,24002,8
E01029531,-0.567,24284,8
E01029532,-0.062,16967,6
E01029533,-0.154,18444,6
E01029534,-0.011,16171,5
E01029535,1.017,4112,2
E01029536,-0.201,19143,6
E01029537,0.661,7286,3
E01029538,0.951,4612,2
E01029539,0.218,12812,4
E01029540,0.26,12178,4
E01029541,0.486,9248,3
E01029542,0.489,9223,3
E01029543,0.846,5481,2
E01029544,0.287,11798,4
E01029545,0.082,14779,5
E01029546,-0.048,16745,6
E01029547,1.116,3415,2
E01029548,1.122,3366,2
E01029549,1.058,3810,2
E01029551,-0.165,18605,6
E01029552,0.637,7532,3
E01029553,0.996,4254,2
E01029554,1.57,1231,1
E01029555,0.468,9474,3
E01029556,-0.126,17981,6
E01029557,-0.379,21857,7
E01029558,0.517,8906,3
E01029559,0.768,6191,2
E01029560,0.904,5015,2
E01029561,0.678,7089,3
E01029562,0.408,10218,4
E01029563,0.233,12614,4
E01029564,0.88,5220,2
E01029565,-0.117,17838,6
E01029566,1.368,2002,1
E01029567,0.86,5370,2
E01029568,0.933,4770,2
E01029569,-0.123,17950,6
E01029570,-0.841,27406,9
E01029571,-0.125,17975,6
E01029572,-0.6,24715,8
E01029573,-0.354,21513,7
E01029574,0.063,15036,5
E01029575,0.524,8825,3
E01029576,-0.698,25902,8
E01029577,0.248,12370,4
E01029578,0.888,5162,2
E01029579,-0.212,19306,6
E01029580,-0.065,17002,6
E01029581,-0.142,18271,6
E01029582,-0.123,17951,6
E01029583,0.313,11443,4
E01029584,0.303,11578,4
E01029585,0.124,14125,5
E01029586,0.907,4996,2
E01029587,0.108,14393,5
E01029588,0.702,6858,3
E01029589,-0.278,20322,7
E01029590,-0.241,19739,7
E01029591,1.135,3276,1
E01029593,0.686,7010,3
E01029594,0.759,6298,2
E01029595,0.546,8557,3
E01029596,0.27,12061,4
E01029597,0.914,4927,2
E01029598,0.798,5922,2
E01029599,1.241,2641,1
E01029600,-0.539,23909,8
E01029601,0.024,15638,5
E01029602,0.705,6827,3
E01029603,0.808,5826,2
E01029604,1.365,2015,1
E01029605,-0.252,19909,7
E01029606,-0.557,24150,8
E01029607,0.586,8111,3
E01029608,0.013,15804,5
E01029609,0.09,14663,5
E01029610,0.124,14135,5
E01029611,0.464,9540,3
E01029612,-0.044,16692,6
E01029613,-0.258,19992,7
E01029614,-0.181,18849,6
E01029615,0.135,13965,5
E01029616,-0.623,24999,8
E01029617,-0.904,28014,9
E01029618,-0.136,18153,6
E01029619,-0.491,23308,8
E01029620,-0.329,21110,7
E01029621,-0.657,25433,8
E01029622,-0.346,21393,7
E01029623,0.186,13253,5
E01029624,-0.647,25308,8
E01029625,-0.373,21775,7
E01029626,-1.029,29055,9
E01029627,-0.079,17262,6
E01029628,-1.366,31196,10
E01029629,-1.088,29508,9
E01029630,-0.589,24575,8
E01029631,-0.68,25717,8
E01029632,-0.315,20884,7
E01029633,-0.794,26947,9
E01029634,0.178,13356,5
E01029635,0.241,12488,4
E01029636,-0.15,18404,6
E01029637,0.664,7239,3
E01029638,0.327,11255,4
E01029639,-0.454,22817,7
E01029640,-0.429,22490,7
E01029641,-0.964,28535,9
E01029642,-0.218,19413,6
E01029643,0.228,12661,4
E01029644,-0.352,21484,7
E01029645,-0.175,18752,6
E01029646,0.428,9973,4
E01029647,-0.675,25641,8
E01029648,0.283,11860,4
E01029649,-0.253,19916,7
E01029650,-0.468,22993,8
E01029651,-0.771,26697,9
E01029652,-0.924,28183,9
E01029653,-0.424,22427,7
E01029654,-1.37,31215,10
E01029655,-1.004,28854,9
E01029656,-0.696,25881,8
E01029657,-0.885,27846,9
E01029658,0.212,12904,4
E01029659,-0.411,22263,7
E01029660,-0.372,21752,7
E01029661,-0.657,25438,8
E01029662,-1.291,30813,10
E01029663,-1.05,29221,9
E01029664,-0.518,23677,8
E01029665,-1.043,29159,9
E01029666,0.4,10325,4
E01029667,-0.788,26879,9
E01029668,-0.767,26655,9
E01029669,-0.349,21445,7
E01029670,-0.834,27328,9
E01029671,-0.434,22563,7
E01029672,-1.132,29818,10
E01029673,0.141,13871,5
E01029674,-1.186,30208,10
E01029675,-0.52,23698,8
E01029676,-0.575,24374,8
E01029677,-0.62,24958,8
E01029678,-1.198,30272,10
E01029679,0.153,13692,5
E01029680,-0.111,17739,6
E01029681,0.072,14924,5
E01029682,-0.023,16356,5
E01029683,-0.471,23031,8
E01029684,-0.976,28627,9
E01029685,-0.779,26785,9
E01029686,-0.315,20890,7
E01029687,-0.699,25921,8
E01029688,-0.71,26016,8
E01029689,0.603,7886,3
E01029690,-0.438,22623,7
E01029691,1.474,1581,1
E01029692,0.429,9955,4
E01029693,-0.136,18154,6
E01029694,-0.213,19325,6
E01029695,-0.268,20165,7
E01029696,-0.759,26562,9
E01029697,-0.057,16898,6
E01029698,-0.68,25721,8
E01029699,-0.119,17877,6
E01029700,-0.729,26228,8
E01029701,0.682,7049,3
E01029702,0.749,6373,2
E01029703,-0.441,22656,7
E01029704,-0.192,19017,6
E01029705,-0.688,25797,8
E01029706,-1.066,29337,9
E01029707,-0.055,16862,6
E01029708,-0.956,28468,9
E01029709,-0.676,25660,8
E01029710,-0.769,26672,9
E01029711,-1.053,29249,9
E01029712,-0.286,20444,7
E01029713,-0.397,22078,7
E01029714,-0.64,25204,8
E01029715,0.562,8373,3
E01029716,0.714,6744,3
E01029717,0.634,7565,3
E01029718,-0.356,21537,7
E01029719,-0.111,17748,6
E01029720,0.127,14077,5
E01029721,-0.008,16135,5
E01029722,0.255,12252,4
E01029723,-0.262,20064,7
E01029724,-0.384,21916,7
E01029725,1.181,2975,1
E01029726,0.246,12399,4
E01029727,0.576,8219,3
E01029728,-0.028,16431,6
E01029729,0.665,7229,3
E01029730,-0.525,23745,8
E01029731,-0.844,27439,9
E01029732,-0.687,25794,8
E01029733,-0.633,25127,8
E01029734,0.798,5931,2
E01029735,-0.295,20574,7
E01029736,-0.311,20807,7
E01029737,0.187,13235,5
E01029738,-0.402,22146,7
E01029739,-0.805,27054,9
E01029740,0.123,14140,5
E01029741,-0.802,27025,9
E01029742,-0.486,23227,8
E01029743,-0.729,26231,8
E01029744,-0.495,23364,8
E01029745,0.324,11291,4
E01029746,-0.213,19322,6
E01029747,-0.71,26025,8
E01029748,-0.653,25381,8
E01029749,-0.334,21192,7
E01029750,0.006,15915,5
E01029751,-0.177,18780,6
E01029752,0.463,9556,3
E01029753,0.189,13213,5
E01029754,-0.513,23602,8
E01029755,0.022,15674,5
E01029756,0.555,8448,3
E01029757,-0.735,26307,9
E01029758,-0.838,27370,9
E01029759,-0.986,28706,9
E01029760,-0.981,28674,9
E01029761,-0.726,26201,8
E01029762,-0.563,24227,8
E01029763,0.953,4590,2
E01029764,-0.785,26840,9
E01029765,0.478,9364,3
E01029766,0.481,9312,3
E01029767,-0.438,22613,7
E01029768,-0.419,22375,7
E01029769,-0.736,26325,9
E01029770,-0.799,26988,9
E01029771,-0.137,18180,6
E01029772,-0.231,19590,6
E01029773,-0.728,26218,8
E01029774,0.091,14661,5
E01029775,0.027,15603,5
E01029776,-1.038,29125,9
E01029777,-0.038,16578,6
E01029778,-0.146,18340,6
E01029779,-0.565,24250,8
E01029780,0.11,14358,5
E01029781,-0.176,18768,6
E01029782,0.927,4814,2
E01029783,0.19,13193,5
E01029784,-0.165,18617,6
E01029785,-0.645,25281,8
E01029786,-0.692,25848,8
E01029787,0.853,5425,2
E01029788,-1.258,30649,10
E01029789,-0.049,16763,6
E01029790,-0.092,17449,6
E01029791,-0.45,22775,7
E01029792,-0.762,26594,9
E01029793,-0.432,22537,7
E01029794,-0.3,20652,7
E01029795,-0.477,23103,8
E01029796,-0.308,20775,7
E01029797,-0.598,24688,8
E01029798,-0.313,20847,7
E01029799,-0.568,24295,8
E01029800,-0.495,23365,8
E01029801,-1.215,30393,10
E01029802,-0.671,25606,8
E01029803,-0.602,24741,8
E01029804,0.237,12550,4
E01029805,-0.141,18247,6
E01029806,-0.074,17154,6
E01029807,0.404,10262,4
E01029808,0.433,9903,4
E01029809,0.706,6813,3
E01029810,0.679,7084,3
E01029811,0.397,10365,4
E01029812,0.377,10625,4
E01029813,-0.831,27297,9
E01029814,-0.288,20476,7
E01029815,-0.227,19537,6
E01029816,-0.396,22060,7
E01029817,-0.526,23758,8
E01029818,-0.332,21151,7
E01029819,-0.561,24199,8
E01029820,0.355,10920,4
E01029821,0.134,13973,5
E01029822,-0.337,21244,7
E01029823,0.38,10581,4
E01029824,0.991,4298,2
E01029825,-0.098,17539,6
E01029826,0.04,15388,5
E01029827,1.158,3115,1
E01029828,0.759,6299,2
E01029829,-0.098,17538,6
E01029830,0.783,6065,2
E01029831,0.448,9737,3
E01029832,-0.104,17632,6
E01029833,0.012,15822,5
E01029834,0.495,9157,3
E01029835,1.305,2318,1
E01029836,0.59,8059,3
E01029837,0.202,13032,4
E01029838,0.185,13273,5
E01029839,-0.438,22611,7
E01029840,0.776,6129,2
E01029841,0.04,15390,5
E01029842,0.529,8747,3
E01029843,0.732,6564,2
E01029844,0.315,11428,4
E01029845,1.456,1635,1
E01029846,0.374,10653,4
E01029847,-0.201,19145,6
E01029848,-0.266,20123,7
E01029849,0.985,4340,2
E01029850,0.663,7259,3
E01029851,0.597,7961,3
E01029852,0.464,9533,3
E01029853,0.381,10577,4
E01029854,-0.26,20026,7
E01029855,-0.114,17796,6
E01029856,-0.09,17399,6
E01029857,0.188,13222,5
E01029858,-0.37,21730,7
E01029859,1.457,1633,1
E01029860,-0.22,19444,6
E01029861,0.151,13713,5
E01029862,-0.453,22797,7
E01029863,0.076,14868,5
E01029864,-0.311,20817,7
E01029865,-0.282,20374,7
E01029867,0.448,9742,3
E01029868,-0.341,21309,7
E01029869,0.187,13238,5
E01029870,-0.696,25877,8
E01029871,-0.94,28320,9
E01029872,-0.579,24439,8
E01029873,-0.75,26466,9
E01029874,-0.94,28321,9
E01029875,-1.384,31281,10
E01029876,-1.037,29117,9
E01029877,-0.885,27842,9
E01029878,-0.348,21423,7
E01029879,-0.663,25505,8
E01029880,-0.565,24257,8
E01029881,-1.261,30659,10
E01029882,-0.885,27844,9
E01029883,-1.146,29916,10
E01029884,-0.314,20874,7
E01029885,-1.018,28975,9
E01029886,0.622,7700,3
E01029887,-0.378,21828,7
E01029888,0.171,13447,5
E01029889,0.007,15905,5
E01029890,-0.819,27192,9
E01029891,-0.647,25300,8
E01029892,-0.151,18418,6
E01029893,-0.813,27142,9
E01029894,-1.006,28878,9
E01029895,-1.042,29146,9
E01029896,-0.247,19815,7
E01029897,-1.172,30116,10
E01029898,-0.543,23976,8
E01029899,-1.323,30981,10
E01029900,-0.223,19466,6
E01029901,-0.696,25880,8
E01029902,-1.512,31736,10
E01029903,-1.193,30248,10
E01029904,-0.976,28631,9
E01029905,-0.724,26171,8
E01029906,-0.969,28578,9
E01029907,-0.939,28308,9
E01029908,-1.586,31944,10
E01029909,-0.293,20554,7
E01029910,-0.36,21595,7
E01029911,-1.274,30726,10
E01029912,0.336,11128,4
E01029913,-0.572,24346,8
E01029914,-0.213,19323,6
E01029915,0.01,15845,5
E01029916,0.204,13013,4
E01029917,-0.996,28785,9
E01029918,0.127,14086,5
E01029919,-0.54,23931,8
E01029920,0.312,11465,4
E01029921,-0.779,26779,9
E01029922,-0.566,24262,8
E01029923,-0.685,25773,8
E01029925,-0.949,28397,9
E01029926,0.07,14943,5
E01029927,0.277,11941,4
E01029928,-0.385,21936,7
E01029929,0.369,10736,4
E01029930,-0.224,19485,6
E01029937,-0.488,23256,8
E01029938,0.455,9651,3
E01029939,-0.247,19822,7
E01029940,0.508,9004,3
E01029941,-0.321,20985,7
E01029942,-0.301,20664,7
E01029944,0.129,14048,5
E01029945,-0.386,21943,7
E01029946,-0.017,16265,5
E01029947,-0.434,22556,7
E01029949,-0.073,17143,6
E01029950,0.298,11662,4
E01029951,-0.565,24260,8
E01029952,-0.252,19901,7
E01029953,0.338,11114,4
E01029954,0.591,8052,3
E01029955,-0.449,22750,7
E01029956,0.298,11661,4
E01029957,-0.316,20903,7
E01029958,0.31,11493,4
E01029960,0.269,12071,4
E01029961,0.008,15877,5
E01029962,0.404,10275,4
E01029963,-0.425,22451,7
E01029964,0.105,14434,5
E01029965,-0.416,22327,7
E01029966,-0.042,16666,6
E01029967,-0.621,24965,8
E01029968,0.132,14007,5
E01029969,1.248,2607,1
E01029970,0.173,13425,5
E01029971,1.095,3561,2
E01029973,-0.418,22363,7
E01029974,0.116,14264,5
E01029975,0.101,14510,5
E01029976,0.393,10432,4
E01029977,-0.203,19175,6
E01029978,0.481,9320,3
E01029979,0.724,6639,3
E01029980,0.939,4699,2
E01029981,0.139,13905,5
E01029982,0.921,4856,2
E01029983,-0.237,19675,6
E01029984,0.712,6755,3
E01029985,0.143,13835,5
E01029986,0.849,5459,2
E01029987,1.122,3363,2
E01029988,0.936,4728,2
E01029990,0.349,10993,4
E01029991,0.45,9709,3
E01029992,0.166,13524,5
E01029994,1.398,1894,1
E01029995,0.014,15782,5
E01029996,0.747,6394,2
E01029997,-0.107,17686,6
E01029998,0.922,4852,2
E01029999,-0.213,19326,6
E01030000,-0.129,18043,6
E01030001,0.632,7578,3
E01030002,0.307,11532,4
E01030003,0.185,13265,5
E01030004,-0.186,18931,6
E01030005,-0.097,17518,6
E01030006,0.371,10704,4
E01030007,-0.117,17854,6
E01030008,-0.413,22293,7
E01030009,0.071,14937,5
E01030010,0.219,12798,4
E01030011,-0.625,25025,8
E01030012,1.279,2458,1
E01030013,1.127,3333,2
E01030014,0.999,4231,2
E01030015,-0.027,16419,5
E01030016,0.134,13975,5
E01030017,0.462,9570,3
E01030018,1.191,2921,1
E01030019,0.12,14185,5
E01030020,-0.05,16790,6
E01030021,0.889,5152,2
E01030022,0.111,14335,5
E01030023,0.445,9776,3
E01030024,0.859,5375,2
E01030025,1.032,3993,2
E01030026,0.671,7163,3
E01030027,-0.027,16421,5
E01030028,0.274,11992,4
E01030029,0.545,8563,3
E01030030,-0.062,16966,6
E01030031,0.841,5523,2
E01030032,0.99,4305,2
E01030033,-0.239,19715,7
